ref,position,strand,diff,height,from,decide,comment
NC_009648.1,116402,+,47,52,tex_hcd_kf_09,y,internal
NC_009648.1,116402,+,46,52,tex_hcd_kf_10,,
NC_009648.1,116402,+,46,50,tex_lcd_kf_01,,
NC_009648.1,116402,+,49,55,tex_lcd_kf_02,,
NC_009648.1,116777,+,24,27,tex_hcd_kf_09,y,
NC_009648.1,116777,+,43,48,tex_hcd_kf_10,,
NC_009648.1,116777,+,20,26,tex_lcd_kf_01,,
NC_009648.1,116777,+,15,21,tex_lcd_kf_02,,
NC_009648.1,116854,+,12,19,tex_hcd_kf_09,n,
NC_009648.1,117015,+,27,38,tex_hcd_kf_10,n,
NC_009648.1,117040,+,52,88,tex_hcd_kf_09,y,
NC_009648.1,117040,+,67,105,tex_hcd_kf_10,,
NC_009648.1,117040,+,134,154,tex_lcd_kf_01,,
NC_009648.1,117040,+,115,146,tex_lcd_kf_02,,
NC_009648.1,117158,+,14,21,tex_hcd_kf_09,n,
NC_009648.1,117158,+,28,43,tex_hcd_kf_10,,
NC_009648.1,117158,+,12,23,tex_lcd_kf_02,,
NC_009648.1,117224,+,16,59,tex_hcd_kf_10,n,
NC_009648.1,117224,+,11,35,tex_lcd_kf_01,,
NC_009648.1,117306,+,12,19,tex_hcd_kf_09,n,
NC_009648.1,117417,+,10,32,tex_hcd_kf_10,n,
NC_009648.1,117417,+,14,34,tex_lcd_kf_01,,
NC_009648.1,117417,+,14,33,tex_lcd_kf_02,,
NC_009648.1,117453,+,11,38,tex_hcd_kf_09,n,
NC_009648.1,117719,+,11,24,tex_hcd_kf_10,n,
NC_009648.1,118273,+,1926,1944,tex_hcd_kf_09,y,
NC_009648.1,118273,+,2364,2379,tex_hcd_kf_10,,
NC_009648.1,118273,+,4011,4030,tex_lcd_kf_01,,
NC_009648.1,118273,+,4607,4617,tex_lcd_kf_02,,
NC_009648.1,118480,+,19,35,tex_hcd_kf_09,n,
NC_009648.1,118480,+,14,33,tex_lcd_kf_02,n,
NC_009648.1,118514,+,15,39,tex_hcd_kf_10,n,
NC_009648.1,118807,+,14,36,tex_lcd_kf_02,n,
NC_009648.1,118905,+,15,69,tex_hcd_kf_10,n,
NC_009648.1,118921,+,10,48,tex_hcd_kf_09,n,
NC_009648.1,118921,+,13,70,tex_hcd_kf_10,,
NC_009648.1,118921,+,10,50,tex_lcd_kf_01,,
NC_009648.1,119040,+,45,76,tex_hcd_kf_09,m,
NC_009648.1,119040,+,45,78,tex_hcd_kf_10,,
NC_009648.1,119040,+,32,60,tex_lcd_kf_01,,
NC_009648.1,119040,+,27,57,tex_lcd_kf_02,,
NC_009648.1,119451,+,362,362,tex_hcd_kf_09,y,
NC_009648.1,119451,+,454,455,tex_hcd_kf_10,,
NC_009648.1,119451,+,763,768,tex_lcd_kf_02,,
NC_009648.1,119451,+,672,674,tex_lcd_kf_01,,
NC_009648.1,119876,+,24,31,tex_lcd_kf_01,m,
NC_009648.1,119876,+,13,28,tex_lcd_kf_02,,
NC_009648.1,125124,-,20,20,tex_hcd_kf_09,y,
NC_009648.1,125124,-,17,17,tex_hcd_kf_10,,
NC_009648.1,125124,-,27,28,tex_lcd_kf_01,,
NC_009648.1,125196,+,292,298,tex_hcd_kf_09,y,
NC_009648.1,125196,+,302,310,tex_hcd_kf_10,,
NC_009648.1,125196,+,568,574,tex_lcd_kf_01,,
NC_009648.1,125196,+,555,560,tex_lcd_kf_02,,
NC_009648.1,126135,+,18,39,tex_hcd_kf_10,n,
NC_009648.1,126178,+,13,20,tex_lcd_kf_01,n,
NC_009648.1,126223,-,12,12,tex_lcd_kf_02,n,
NC_009648.1,130454,-,65,65,tex_hcd_kf_09,y,
NC_009648.1,130454,-,60,60,tex_hcd_kf_10,,
NC_009648.1,130454,-,106,106,tex_lcd_kf_01,,
NC_009648.1,130454,-,97,97,tex_lcd_kf_02,,
NC_009648.1,130479,+,110,111,tex_hcd_kf_09,y,
NC_009648.1,130479,+,121,122,tex_hcd_kf_10,,
NC_009648.1,130479,+,118,119,tex_lcd_kf_01,,
NC_009648.1,130479,+,137,137,tex_lcd_kf_02,,
NC_009648.1,130729,+,10,10,tex_hcd_kf_09,n,
NC_009648.1,130791,+,15,30,tex_hcd_kf_09,y,
NC_009648.1,130791,+,11,22,tex_hcd_kf_10,,
NC_009648.1,131701,+,48,52,tex_hcd_kf_09,y,internal 
NC_009648.1,131701,+,48,51,tex_hcd_kf_10,,
NC_009648.1,131701,+,39,40,tex_lcd_kf_01,,
NC_009648.1,131701,+,50,51,tex_lcd_kf_02,,
NC_009648.1,132285,-,10,10,tex_lcd_kf_01,n,
NC_009648.1,132285,-,13,13,tex_lcd_kf_02,,
NC_009648.1,132373,-,10,13,tex_hcd_kf_10,n,
NC_009648.1,132373,-,10,10,tex_lcd_kf_02,,
NC_009648.1,132904,-,16,17,tex_hcd_kf_09,m,
NC_009648.1,132904,-,15,17,tex_hcd_kf_10,,
NC_009648.1,132904,-,13,13,tex_lcd_kf_01,,
NC_009648.1,133321,-,13,13,tex_hcd_kf_09,y,
NC_009648.1,133321,-,16,16,tex_hcd_kf_10,,
NC_009648.1,133531,-,14,14,tex_hcd_kf_10,n,
NC_009648.1,134238,-,15,15,tex_hcd_kf_09,m,
NC_009648.1,134238,-,14,14,tex_hcd_kf_10,,
NC_009648.1,134238,-,12,12,tex_lcd_kf_01,,
NC_009648.1,134238,-,10,10,tex_lcd_kf_02,,
NC_009648.1,134256,+,22,23,tex_hcd_kf_10,y,as
NC_009648.1,134256,+,14,14,tex_lcd_kf_01,,
NC_009648.1,134256,+,11,11,tex_lcd_kf_02,,
NC_009648.1,136345,-,67,67,tex_hcd_kf_09,y,
NC_009648.1,136345,-,90,90,tex_hcd_kf_10,,
NC_009648.1,136345,-,220,220,tex_lcd_kf_01,,
NC_009648.1,136345,-,229,229,tex_lcd_kf_02,,
NC_009648.1,136694,+,90,97,tex_hcd_kf_09,m,
NC_009648.1,136694,+,34,42,tex_hcd_kf_10,,
NC_009648.1,136704,+,178,275,tex_hcd_kf_09,y,
NC_009648.1,136704,+,224,266,tex_hcd_kf_10,,
NC_009648.1,136704,+,2217,2230,tex_lcd_kf_01,,
NC_009648.1,136704,+,2285,2295,tex_lcd_kf_02,,
NC_009648.1,136926,+,13,40,tex_lcd_kf_01,n,
NC_009648.1,137107,+,27,69,tex_lcd_kf_01,n,
NC_009648.1,137297,+,39,63,tex_lcd_kf_01,n,
NC_009648.1,137297,+,29,63,tex_lcd_kf_02,,
NC_009648.1,137318,+,49,116,tex_lcd_kf_01,n,
NC_009648.1,137318,+,30,97,tex_lcd_kf_02,,
NC_009648.1,137383,+,51,162,tex_lcd_kf_01,n,
NC_009648.1,137383,+,57,147,tex_lcd_kf_02,,
NC_009648.1,137450,+,64,204,tex_lcd_kf_01,n,
NC_009648.1,137450,+,36,177,tex_lcd_kf_02,,
NC_009648.1,137630,+,51,56,tex_lcd_kf_01,y,
NC_009648.1,137630,+,38,43,tex_lcd_kf_02,n,
NC_009648.1,137640,+,31,74,tex_lcd_kf_02,n,
NC_009648.1,137642,+,19,84,tex_lcd_kf_01,n,
NC_009648.1,137802,+,13,94,tex_lcd_kf_01,n,
NC_009648.1,137802,+,25,72,tex_lcd_kf_02,n,
NC_009648.1,138006,+,26,104,tex_lcd_kf_01,n,
NC_009648.1,138006,+,22,87,tex_lcd_kf_02,n,
NC_009648.1,138015,+,61,161,tex_lcd_kf_01,n,
NC_009648.1,138015,+,34,120,tex_lcd_kf_02,n,
NC_009648.1,138020,+,31,160,tex_lcd_kf_01,n,
NC_009648.1,138027,+,17,48,tex_hcd_kf_09,n,
NC_009648.1,138027,+,24,67,tex_hcd_kf_10,n,
NC_009648.1,138027,+,66,221,tex_lcd_kf_01,n,
NC_009648.1,138027,+,55,166,tex_lcd_kf_02,n,
NC_009648.1,138051,+,69,276,tex_lcd_kf_01,n,
NC_009648.1,138051,+,48,195,tex_lcd_kf_02,n,
NC_009648.1,138120,+,20,167,tex_lcd_kf_01,n,
NC_009648.1,138186,+,21,102,tex_lcd_kf_01,n,
NC_009648.1,138316,+,31,84,tex_lcd_kf_01,n,
NC_009648.1,138330,+,13,94,tex_lcd_kf_01,n,
NC_009648.1,138330,+,15,74,tex_lcd_kf_02,n,
NC_009648.1,138500,+,16,31,tex_hcd_kf_09,n,
NC_009648.1,138500,+,21,30,tex_hcd_kf_10,n,
NC_009648.1,138500,+,41,111,tex_lcd_kf_01,n,
NC_009648.1,138500,+,34,78,tex_lcd_kf_02,n,
NC_009648.1,138617,+,22,96,tex_lcd_kf_01,n,
NC_009648.1,138655,+,27,106,tex_lcd_kf_01,n,
NC_009648.1,138711,+,12,28,tex_hcd_kf_09,n,
NC_009648.1,138711,+,14,41,tex_hcd_kf_10,n,
NC_009648.1,138711,+,85,185,tex_lcd_kf_01,n,
NC_009648.1,138711,+,58,120,tex_lcd_kf_02,n,
NC_009648.1,138735,+,21,48,tex_hcd_kf_09,n,
NC_009648.1,138735,+,26,59,tex_hcd_kf_10,n,
NC_009648.1,138735,+,79,256,tex_lcd_kf_01,n,
NC_009648.1,138735,+,63,185,tex_lcd_kf_02,n,
NC_009648.1,138789,+,45,234,tex_lcd_kf_01,n,
NC_009648.1,138789,+,37,172,tex_lcd_kf_02,n,
NC_009648.1,138816,+,21,163,tex_lcd_kf_01,n,
NC_009648.1,138931,+,13,126,tex_lcd_kf_01,n,
NC_009648.1,138931,+,12,76,tex_lcd_kf_02,n,
NC_009648.1,138983,+,11,33,tex_hcd_kf_09,n,
NC_009648.1,138983,+,10,37,tex_hcd_kf_10,n,
NC_009648.1,138983,+,74,162,tex_lcd_kf_01,n,
NC_009648.1,138983,+,46,104,tex_lcd_kf_02,n,
NC_009648.1,139028,+,17,33,tex_hcd_kf_09,n,
NC_009648.1,139100,+,15,99,tex_lcd_kf_01,n,
NC_009648.1,139127,+,14,101,tex_lcd_kf_01,n,
NC_009648.1,139163,+,31,112,tex_lcd_kf_02,n,
NC_009648.1,139164,+,53,159,tex_lcd_kf_01,n,
NC_009648.1,139302,-,15,15,tex_hcd_kf_09,y,
NC_009648.1,139302,-,15,15,tex_hcd_kf_10,,
NC_009648.1,139302,-,10,10,tex_lcd_kf_02,,
NC_009648.1,139462,+,25,74,tex_lcd_kf_01,n,
NC_009648.1,139662,+,18,81,tex_lcd_kf_01,n,
NC_009648.1,139859,+,12,85,tex_lcd_kf_01,n,
NC_009648.1,139877,+,16,94,tex_lcd_kf_01,n,
NC_009648.1,139896,+,10,97,tex_lcd_kf_01,n,
NC_009648.1,140039,+,15,58,tex_lcd_kf_01,n,
NC_009648.1,140100,+,38,110,tex_lcd_kf_01,n,
NC_009648.1,140100,+,22,64,tex_lcd_kf_02,n,
NC_009648.1,140118,+,24,119,tex_lcd_kf_01,n,
NC_009648.1,140118,+,17,76,tex_lcd_kf_02,n,
NC_009648.1,140231,+,19,62,tex_lcd_kf_01,n,
NC_009648.1,140283,+,14,54,tex_lcd_kf_02,n,
NC_009648.1,140353,+,18,85,tex_lcd_kf_02,n,
NC_009648.1,140597,+,14,25,tex_hcd_kf_09,n,
NC_009648.1,140597,+,36,87,tex_lcd_kf_01,n,
NC_009648.1,140627,+,22,50,tex_hcd_kf_10,n,
NC_009648.1,140627,+,23,112,tex_lcd_kf_01,n,
NC_009648.1,140627,+,33,69,tex_lcd_kf_02,n,
NC_009648.1,140654,+,13,39,tex_hcd_kf_09,n,
NC_009648.1,140654,+,32,129,tex_lcd_kf_01,n,
NC_009648.1,140654,+,14,74,tex_lcd_kf_02,n,
NC_009648.1,140753,+,19,73,tex_lcd_kf_01,n,
NC_009648.1,141011,+,36,101,tex_lcd_kf_01,n,
NC_009648.1,141011,+,22,55,tex_lcd_kf_02,n,
NC_009648.1,141089,+,13,48,tex_lcd_kf_01,n,
NC_009648.1,141455,+,18,39,tex_hcd_kf_10,n,
NC_009648.1,141455,+,40,114,tex_lcd_kf_01,n,
NC_009648.1,141455,+,27,73,tex_lcd_kf_02,n,
NC_009648.1,141589,+,24,74,tex_lcd_kf_01,n,
NC_009648.1,141589,+,19,63,tex_lcd_kf_02,n,
NC_009648.1,141701,-,13,13,tex_hcd_kf_10,m,
NC_009648.1,141764,+,15,62,tex_lcd_kf_01,n,
NC_009648.1,141764,+,17,37,tex_lcd_kf_02,n,
NC_009648.1,141896,+,18,68,tex_lcd_kf_02,n,
NC_009648.1,141916,+,19,88,tex_lcd_kf_02,n,
NC_009648.1,141922,+,19,127,tex_lcd_kf_01,n,
NC_009648.1,142302,+,67,73,tex_hcd_kf_09,y,2nd start?
NC_009648.1,142302,+,77,83,tex_hcd_kf_10,,
NC_009648.1,142302,+,28,39,tex_lcd_kf_01,,
NC_009648.1,142302,+,34,41,tex_lcd_kf_02,,
NC_009648.1,142381,+,91,109,tex_hcd_kf_10,y,
NC_009648.1,142384,+,157,211,tex_lcd_kf_01,n,
NC_009648.1,142384,+,182,215,tex_lcd_kf_02,n,
NC_009648.1,142389,+,163,228,tex_hcd_kf_09,n,
NC_009648.1,142389,+,165,250,tex_hcd_kf_10,n,
NC_009648.1,142516,+,16,55,tex_hcd_kf_10,n,
NC_009648.1,142516,+,18,93,tex_lcd_kf_01,n,
NC_009648.1,142534,+,23,92,tex_lcd_kf_01,n,
NC_009648.1,142534,+,18,78,tex_lcd_kf_02,n,
NC_009648.1,142597,+,38,134,tex_lcd_kf_01,n,
NC_009648.1,142597,+,40,132,tex_lcd_kf_02,n,
NC_009648.1,142600,+,40,113,tex_hcd_kf_09,n,
NC_009648.1,142600,+,37,93,tex_hcd_kf_10,n,
NC_009648.1,142746,+,57,135,tex_hcd_kf_09,n,
NC_009648.1,142746,+,47,111,tex_hcd_kf_10,n,
NC_009648.1,142746,+,65,180,tex_lcd_kf_01,n,
NC_009648.1,142746,+,55,152,tex_lcd_kf_02,n,
NC_009648.1,142765,+,28,169,tex_lcd_kf_02,n,
NC_009648.1,142767,+,39,158,tex_hcd_kf_09,n,
NC_009648.1,142767,+,25,122,tex_hcd_kf_10,n,
NC_009648.1,142767,+,38,200,tex_lcd_kf_01,n,
NC_009648.1,142788,+,21,164,tex_hcd_kf_09,n,
NC_009648.1,142788,+,13,118,tex_hcd_kf_10,n,
NC_009648.1,142957,+,33,101,tex_lcd_kf_01,n,
NC_009648.1,142962,+,23,99,tex_lcd_kf_02,n,
NC_009648.1,143013,+,30,69,tex_hcd_kf_09,n,
NC_009648.1,143013,+,24,53,tex_hcd_kf_10,n,
NC_009648.1,143129,+,27,52,tex_hcd_kf_09,n,
NC_009648.1,143129,+,18,54,tex_lcd_kf_01,n,
NC_009648.1,143172,+,32,94,tex_hcd_kf_09,n,
NC_009648.1,143172,+,19,67,tex_hcd_kf_10,n,
NC_009648.1,143172,+,14,76,tex_lcd_kf_01,n,
NC_009648.1,143172,+,14,68,tex_lcd_kf_02,n,
NC_009648.1,143199,+,14,88,tex_hcd_kf_10,n,
NC_009648.1,143329,+,39,69,tex_hcd_kf_09,n,
NC_009648.1,143329,+,27,57,tex_lcd_kf_01,n,
NC_009648.1,143329,+,26,59,tex_lcd_kf_02,n,
NC_009648.1,143437,+,14,27,tex_hcd_kf_10,n,
NC_009648.1,143437,+,16,54,tex_lcd_kf_01,n,
NC_009648.1,143437,+,12,41,tex_lcd_kf_02,n,
NC_009648.1,143444,+,12,45,tex_hcd_kf_09,n,
NC_009648.1,143584,+,21,66,tex_hcd_kf_09,n,
NC_009648.1,143584,+,14,79,tex_lcd_kf_01,n,
NC_009648.1,143584,+,15,64,tex_lcd_kf_02,n,
NC_009648.1,143670,+,131,188,tex_hcd_kf_09,y,
NC_009648.1,143670,+,72,97,tex_hcd_kf_10,,
NC_009648.1,143670,+,106,164,tex_lcd_kf_01,,
NC_009648.1,143670,+,65,117,tex_lcd_kf_02,,
NC_009648.1,143758,+,12,35,tex_hcd_kf_09,n,
NC_009648.1,143758,+,23,55,tex_lcd_kf_01,n,
NC_009648.1,144750,+,16,16,tex_hcd_kf_10,m,
NC_009648.1,144750,+,12,12,tex_lcd_kf_01,,
NC_009648.1,144750,+,17,17,tex_hcd_kf_09,,
NC_009648.1,144750,+,13,13,tex_lcd_kf_02,,
NC_009648.1,145899,+,32,37,tex_hcd_kf_09,y,
NC_009648.1,145899,+,33,38,tex_hcd_kf_10,,
NC_009648.1,145899,+,17,22,tex_lcd_kf_01,,
NC_009648.1,145899,+,17,22,tex_lcd_kf_02,,
NC_009648.1,146863,-,11,11,tex_lcd_kf_01,y,
NC_009648.1,146863,-,10,10,tex_lcd_kf_02,,
NC_009648.1,147066,+,8237,8238,tex_hcd_kf_09,y,
NC_009648.1,147066,+,6416,6416,tex_hcd_kf_10,,
NC_009648.1,147066,+,2987,2990,tex_lcd_kf_01,,
NC_009648.1,147066,+,3796,3798,tex_lcd_kf_02,,
NC_009648.1,147162,+,18,34,tex_hcd_kf_09,n,
NC_009648.1,147232,+,23,116,tex_hcd_kf_09,n,
NC_009648.1,147262,+,14,122,tex_hcd_kf_09,n,
NC_009648.1,147340,+,70,152,tex_hcd_kf_09,n,
NC_009648.1,147341,+,35,76,tex_hcd_kf_10,n,
NC_009648.1,147564,+,21,71,tex_hcd_kf_09,n,
NC_009648.1,147615,+,22,84,tex_hcd_kf_09,n,
NC_009648.1,147617,+,23,68,tex_hcd_kf_10,n,
NC_009648.1,147688,+,12,79,tex_hcd_kf_09,n,
NC_009648.1,147733,+,64,113,tex_hcd_kf_09,n,
NC_009648.1,147733,+,37,66,tex_hcd_kf_10,n,
NC_009648.1,147733,+,22,34,tex_lcd_kf_01,n,
NC_009648.1,147733,+,22,38,tex_lcd_kf_02,n,
NC_009648.1,147873,+,22,91,tex_hcd_kf_09,n,
NC_009648.1,147873,+,14,42,tex_hcd_kf_10,n,
NC_009648.1,147904,+,29,109,tex_hcd_kf_09,n,
NC_009648.1,147904,+,17,52,tex_hcd_kf_10,n,
NC_009648.1,148014,+,41,83,tex_hcd_kf_09,n,
NC_009648.1,148037,+,37,138,tex_hcd_kf_09,n,
NC_009648.1,148065,+,25,161,tex_hcd_kf_09,n,
NC_009648.1,148098,+,14,67,tex_hcd_kf_10,n,
NC_009648.1,148117,+,26,144,tex_hcd_kf_09,n,
NC_009648.1,148117,+,18,67,tex_hcd_kf_10,n,
NC_009648.1,148123,+,23,160,tex_hcd_kf_09,n,
NC_009648.1,148609,+,11,38,tex_hcd_kf_10,n,
NC_009648.1,148794,+,46,98,tex_hcd_kf_09,n,
NC_009648.1,148794,+,26,56,tex_hcd_kf_10,n,
NC_009648.1,148794,+,14,25,tex_lcd_kf_02,n,
NC_009648.1,148815,+,21,116,tex_hcd_kf_09,n,
NC_009648.1,148815,+,12,68,tex_hcd_kf_10,n,
NC_009648.1,148861,+,14,81,tex_hcd_kf_10,n,
NC_009648.1,148861,+,28,44,tex_lcd_kf_01,n,
NC_009648.1,148861,+,27,55,tex_lcd_kf_02,n,
NC_009648.1,148911,+,16,74,tex_hcd_kf_09,n,
NC_009648.1,148911,+,17,70,tex_hcd_kf_10,n,
NC_009648.1,149023,+,11,70,tex_hcd_kf_09,n,
NC_009648.1,149070,+,26,92,tex_hcd_kf_09,n,
NC_009648.1,149070,+,28,67,tex_hcd_kf_10,n,
NC_009648.1,149341,+,16,67,tex_hcd_kf_09,n,
NC_009648.1,149486,-,15,15,tex_lcd_kf_02,m,
NC_009648.1,149503,+,19,49,tex_hcd_kf_10,n,
NC_009648.1,149503,+,29,39,tex_lcd_kf_01,n,
NC_009648.1,149503,+,29,36,tex_lcd_kf_02,n,
NC_009648.1,149528,+,25,97,tex_hcd_kf_09,n,
NC_009648.1,149528,+,14,62,tex_hcd_kf_10,n,
NC_009648.1,149583,+,13,64,tex_hcd_kf_09,n,
NC_009648.1,149700,-,18,18,tex_hcd_kf_10,m,
NC_009648.1,149700,-,10,11,tex_lcd_kf_01,,
NC_009648.1,149700,-,14,16,tex_lcd_kf_02,,
NC_009648.1,149801,+,11,12,tex_lcd_kf_01,n,
NC_009648.1,149801,+,13,17,tex_lcd_kf_02,n,
NC_009648.1,149972,+,273,273,tex_hcd_kf_09,y,
NC_009648.1,149972,+,292,292,tex_hcd_kf_10,,
NC_009648.1,149972,+,336,336,tex_lcd_kf_01,,
NC_009648.1,149972,+,356,356,tex_lcd_kf_02,,
NC_009648.1,151745,-,16,23,tex_lcd_kf_01,n,
NC_009648.1,152181,-,87,192,tex_hcd_kf_09,,
NC_009648.1,152181,-,110,233,tex_hcd_kf_10,,
NC_009648.1,152181,-,280,296,tex_lcd_kf_01,,
NC_009648.1,152181,-,289,303,tex_lcd_kf_02,,
NC_009648.1,152189,-,105,105,tex_hcd_kf_09,y,
NC_009648.1,152189,-,123,123,tex_hcd_kf_10,,
NC_009648.1,152189,-,16,16,tex_lcd_kf_01,,
NC_009648.1,152189,-,14,14,tex_lcd_kf_02,,
NC_009648.1,153047,+,39,39,tex_hcd_kf_09,y,as
NC_009648.1,153047,+,49,49,tex_hcd_kf_10,,
NC_009648.1,153047,+,33,33,tex_lcd_kf_01,,
NC_009648.1,153047,+,26,26,tex_lcd_kf_02,,
NC_009648.1,155505,-,134,134,tex_hcd_kf_09,y,
NC_009648.1,155505,-,145,146,tex_hcd_kf_10,,
NC_009648.1,155505,-,138,138,tex_lcd_kf_01,,
NC_009648.1,155505,-,143,143,tex_lcd_kf_02,,
NC_009648.1,155564,+,16,17,tex_hcd_kf_09,y,
NC_009648.1,155564,+,26,29,tex_hcd_kf_10,,
NC_009648.1,157978,-,13,19,tex_hcd_kf_09,y,internal?
NC_009648.1,157978,-,13,17,tex_hcd_kf_10,,
NC_009648.1,157978,-,70,74,tex_lcd_kf_01,,
NC_009648.1,157978,-,43,48,tex_lcd_kf_02,,
NC_009648.1,158386,-,14,31,tex_lcd_kf_01,n,
NC_009648.1,159737,-,22,22,tex_hcd_kf_09,y,
NC_009648.1,159737,-,19,19,tex_hcd_kf_10,,
NC_009648.1,159737,-,70,70,tex_lcd_kf_02,,
NC_009648.1,159737,-,117,118,tex_lcd_kf_01,,
NC_009648.1,159834,+,281,285,tex_lcd_kf_01,y,
NC_009648.1,159834,+,305,309,tex_lcd_kf_02,,
NC_009648.1,159835,+,94,94,tex_hcd_kf_09,,
NC_009648.1,159835,+,119,120,tex_hcd_kf_10,,
NC_009648.1,160394,+,16,35,tex_hcd_kf_10,n,
NC_009648.1,160684,-,19,24,tex_hcd_kf_09,y,3'
NC_009648.1,160684,-,25,28,tex_hcd_kf_10,,
NC_009648.1,160684,-,35,38,tex_lcd_kf_01,,
NC_009648.1,160684,-,33,36,tex_lcd_kf_02,,
NC_009648.1,160924,+,16,19,tex_lcd_kf_02,n,
NC_009648.1,160927,+,14,18,tex_lcd_kf_01,n,
NC_009648.1,161112,-,10,13,tex_hcd_kf_09,m,
NC_009648.1,161112,-,11,20,tex_hcd_kf_10,,
NC_009648.1,161161,+,15,17,tex_hcd_kf_09,y,
NC_009648.1,161161,+,17,17,tex_hcd_kf_10,,
NC_009648.1,161161,+,28,31,tex_lcd_kf_02,,
NC_009648.1,161195,-,51,51,tex_hcd_kf_09,y,
NC_009648.1,161195,-,35,35,tex_hcd_kf_10,,
NC_009648.1,161195,-,98,98,tex_lcd_kf_01,,
NC_009648.1,161195,-,80,80,tex_lcd_kf_02,,
NC_009648.1,161221,+,30,57,tex_hcd_kf_10,n,
NC_009648.1,161221,+,23,54,tex_lcd_kf_01,,
NC_009648.1,161221,+,24,62,tex_lcd_kf_02,,
NC_009648.1,161761,+,19,25,tex_lcd_kf_01,n,
NC_009648.1,163146,+,205,207,tex_hcd_kf_09,y,
NC_009648.1,163146,+,183,184,tex_hcd_kf_10,,
NC_009648.1,163146,+,20,21,tex_lcd_kf_02,,
NC_009648.1,163642,+,76,79,tex_hcd_kf_09,y,
NC_009648.1,163642,+,88,89,tex_hcd_kf_10,,
NC_009648.1,163642,+,158,158,tex_lcd_kf_01,,
NC_009648.1,163642,+,155,155,tex_lcd_kf_02,,
NC_009648.1,163662,+,15,95,tex_hcd_kf_09,n,
NC_009648.1,164486,+,11,11,tex_lcd_kf_01,n,
NC_009648.1,164486,+,16,17,tex_lcd_kf_02,,
NC_009648.1,165391,-,399,404,tex_hcd_kf_09,y,
NC_009648.1,165391,-,407,409,tex_hcd_kf_10,,
NC_009648.1,165391,-,381,384,tex_lcd_kf_01,,
NC_009648.1,165391,-,314,319,tex_lcd_kf_02,,
NC_009648.1,166232,-,46,47,tex_hcd_kf_09,y,
NC_009648.1,166232,-,61,66,tex_hcd_kf_10,,
NC_009648.1,166232,-,106,112,tex_lcd_kf_01,,
NC_009648.1,166232,-,117,122,tex_lcd_kf_02,,
NC_009648.1,166331,-,14,35,tex_hcd_kf_09,m,
NC_009648.1,166337,-,23,24,tex_hcd_kf_09,,
NC_009648.1,166337,-,12,15,tex_lcd_kf_02,,
NC_009648.1,167109,-,25,25,tex_lcd_kf_01,y,
NC_009648.1,167109,-,16,17,tex_lcd_kf_02,,
NC_009648.1,169028,-,21,27,tex_hcd_kf_09,n,
NC_009648.1,169028,-,18,29,tex_hcd_kf_10,,
NC_009648.1,169127,-,468,471,tex_hcd_kf_09,y,
NC_009648.1,169127,-,794,798,tex_hcd_kf_10,,
NC_009648.1,169127,-,1356,1360,tex_lcd_kf_01,,
NC_009648.1,169127,-,1398,1399,tex_lcd_kf_02,,
NC_009648.1,170218,-,66,191,tex_hcd_kf_09,n,
NC_009648.1,170218,-,58,158,tex_hcd_kf_10,n,
NC_009648.1,170250,-,35,130,tex_hcd_kf_09,n,
NC_009648.1,170250,-,38,111,tex_hcd_kf_10,n,
NC_009648.1,170250,-,27,66,tex_lcd_kf_01,n,
NC_009648.1,170250,-,26,81,tex_lcd_kf_02,n,
NC_009648.1,170270,-,25,126,tex_hcd_kf_09,n,
NC_009648.1,170270,-,18,111,tex_hcd_kf_10,n,
NC_009648.1,170277,-,21,102,tex_hcd_kf_09,n,
NC_009648.1,170277,-,20,93,tex_hcd_kf_10,n,
NC_009648.1,170330,-,19,95,tex_hcd_kf_10,n,
NC_009648.1,170339,-,25,69,tex_hcd_kf_09,n,
NC_009648.1,170339,-,25,78,tex_hcd_kf_10,n,
NC_009648.1,170339,-,15,37,tex_lcd_kf_01,n,
NC_009648.1,170393,-,18,85,tex_hcd_kf_10,n,
NC_009648.1,170580,-,775,789,tex_hcd_kf_09,y,
NC_009648.1,170580,-,779,800,tex_hcd_kf_10,,
NC_009648.1,170580,-,951,957,tex_lcd_kf_01,,
NC_009648.1,170580,-,966,978,tex_lcd_kf_02,,
NC_009648.1,170821,-,17,22,tex_hcd_kf_09,m,
NC_009648.1,170821,-,13,15,tex_lcd_kf_02,,
NC_009648.1,171034,-,14,15,tex_hcd_kf_09,m,
NC_009648.1,171034,-,16,17,tex_hcd_kf_10,,
NC_009648.1,171034,-,21,21,tex_lcd_kf_01,,
NC_009648.1,171034,-,16,17,tex_lcd_kf_02,,
NC_009648.1,171053,+,17,17,tex_lcd_kf_02,n,
NC_009648.1,171967,-,30,35,tex_lcd_kf_01,n,
NC_009648.1,171967,-,19,34,tex_lcd_kf_02,,
NC_009648.1,171989,+,36,37,tex_hcd_kf_09,y,
NC_009648.1,171989,+,43,43,tex_hcd_kf_10,,
NC_009648.1,171989,+,97,97,tex_lcd_kf_01,,
NC_009648.1,171989,-,15,15,tex_lcd_kf_02,y,
NC_009648.1,171990,+,98,99,tex_lcd_kf_02,n,
NC_009648.1,184480,+,27,27,tex_lcd_kf_01,m,
NC_009648.1,184480,+,35,35,tex_lcd_kf_02,,
NC_009648.1,186223,-,13,13,tex_hcd_kf_10,y,
NC_009648.1,186357,+,17,17,tex_hcd_kf_10,y,
NC_009648.1,186357,+,26,26,tex_hcd_kf_09,,
